country_code_1,country_code_2,capital_dist_meters,centroid_dist_meters
OM,JP,7758269.003108031,7881899.787184149
PE,JP,15504432.636881076,15550499.359118644
PH,JP,3001090.711036216,3020181.8715729304
PK,JP,5986860.795576408,6255715.154250291
PL,JP,8591199.024943803,8542814.011485752
PT,JP,11160417.099721117,10938189.339522703
QA,JP,8265073.79347114,8112486.68531372
RO,JP,8894141.52837114,8713431.328927288
RS,JP,9191060.00457373,9096411.94142425
RU,JP,7492766.5660442095,3799023.4727236484
SA,JP,8704768.319775473,8669071.14286862
SE,JP,8183433.219230545,7994155.739279783
SG,JP,5327594.99612923,5223703.775201502
SI,JP,9415417.283257289,9243401.342465417
SK,JP,9109049.111279776,8822826.902178086
TH,JP,4615888.873059511,4434123.321681987
TR,JP,8780203.740080561,8550871.7922052
TW,JP,2116157.7616347107,2108497.278020389
UA,JP,8216146.752566298,8093366.519109169
US,JP,10914582.417989306,9800132.71767838
VN,JP,3676552.540524976,3711100.9136145627
ZA,JP,13521313.643819854,13781793.188538948
AE,KH,5508669.069511114,5491623.514354789
AR,KH,16964808.552695036,17448487.689592857
AT,KH,8954540.87109306,9082902.7822458
AU,KH,6990748.473254237,5338442.016648092
BA,KH,8854121.810157208,8789953.60325152
BE,KH,9752248.144427434,9655098.289110504
BG,KH,8465952.63203694,8227540.125293556
BH,KH,5906537.859320952,5857079.208508387
BR,KH,17063888.32459989,17831119.961988587
BY,KH,8153745.688991236,7997920.952105108
CA,KH,13693094.401281442,11696432.23063313
CH,KH,9639001.53987571,9485339.255361903
CL,KH,17559100.75976282,18100739.07659662
CO,KH,18230803.216749333,18116230.556417774
CZ,KH,9068438.804386554,8918239.577422021
DE,KH,9102635.233355008,9197158.575232746
DK,KH,9103554.762762746,9129280.127831265
DZ,KH,10283493.089959932,10486448.165581996
EE,KH,8356612.746463777,8151624.371813683
EG,KH,7813720.358163823,7895206.403801711
ES,KH,10710350.75130362,10647455.90610431
FI,KH,8349212.854866078,8184173.243107237
FR,KH,9950727.289083095,9957796.410478685
GB,KH,10024964.30797509,10047266.343255823
GR,KH,8461771.31243561,8513292.424727049
HK,KH,1544964.736906581,NA
HR,KH,9017727.196632659,8958155.14516882
HU,KH,8761148.613522502,8588063.050994977
ID,KH,1987210.9326671422,2601222.055708021
IE,KH,10340471.712856896,10334391.17503687
IL,KH,7431862.2985976115,7406053.776412536
IN,KH,3445868.1078913566,3083846.7597806463
IQ,KH,6579134.598676869,6540628.784690658
IT,KH,9359847.343586605,9213463.223290455
JO,KH,7364992.5680104885,7288108.312006604
JP,KH,4412450.120778746,4174706.838134766
KH,KH,0,0
KR,KH,3634781.3569775894,3486113.8448051265
KW,KH,6195149.18049755,6153917.3157244185
KZ,KH,5346431.834193552,5180648.688146888
LT,KH,8305483.924171582,8263567.275978424
LV,KH,8383269.481705539,8203284.687131612
MA,KH,11230295.15732572,11065698.642105935
MK,KH,8621950.353701325,8482693.810875367
MX,KH,15693547.503004111,15065698.907718254
MY,KH,1000908.4226263515,1431277.5874985445
NL,KH,9669920.921498695,9487992.432237934
NO,KH,9136908.910341473,9001913.037367284
NZ,KH,9243994.543485247,9322333.442482995
OM,KH,5076657.5757705625,5168110.425462969
PE,KH,19815761.11276689,19686189.870722916
PH,KH,1772505.0179230939,1843583.3214383132
PK,KH,4067698.0075828694,4064843.467320337
PL,KH,8588775.68835375,8541499.505745476
PT,KH,11213122.562628094,10983511.465701496
QA,KH,5804697.120687411,5778806.221622947
RO,KH,8234899.1596317375,8212989.479244678
RS,KH,8676098.246891346,8541621.111587912
RU,KH,7542495.31446925,5248164.765291468
SA,KH,6277477.621599391,6406099.543148133
SE,KH,8734661.167921448,8743447.86013809
SG,KH,1149344.896847492,1301756.6928877137
SI,KH,9125734.18333909,8965041.327404065
SK,KH,8899242.85287354,8607909.919217484
TH,KH,536902.5757294351,584115.9089456755
TR,KH,7669835.973828472,7398083.5209488375
TW,KH,2296371.214570639,2082972.6018291977
UA,KH,7924831.067959756,7692643.415845204
US,KH,14414488.539758045,13670198.215674773
VN,KH,1057647.0442091958,466270.7972019167
ZA,KH,9277491.975645492,9709071.668173319
AE,KR,6911682.104316207,7027404.7573735565
AR,KR,19454272.703906722,18943950.151434675
AT,KR,8284452.215114382,8597896.890443478
AU,KR,8427911.2295002,6946456.875312087
BA,KR,8473738.248770602,8555473.675480882
BE,KR,8718847.092957864,8811207.351248858
BG,KR,8238413.618231476,8181966.779049002
BH,KR,7138793.012041114,7216950.194666073
BR,KR,17561573.977415115,17021382.263254393
BY,KR,7282126.9617853835,7384966.692254347
CA,KR,10523889.527056307,8528487.029992623
CH,KR,8873570.685879169,8916670.910246985
CL,KR,18378923.742969573,18156016.117809035
CO,KR,14858436.997926997,15045345.314629216
CZ,KR,8259388.796388655,8328917.101849895
DE,KR,8138377.5047809575,8438208.185918551
DK,KR,7950049.989772966,8124037.4210088765
DZ,KR,9953211.370133702,10765862.805432204
EE,KR,7117144.495651203,7156487.534331615
EG,KR,8494392.949865485,8862211.031141898
ES,KR,10007867.894149242,10137045.252618188
FI,KR,7066605.367572144,6889972.137635224
FR,KR,8977269.52428898,9310937.660944147
GB,KR,8866121.84954346,8891442.784987899
GR,KR,8526632.124158775,8650563.140152093
HK,KR,2098621.4727449785,NA
HR,KR,8480863.544884618,8631100.721621169
HU,KR,8176446.216670566,8232881.53621834
ID,KR,5299689.730800845,4739936.116944927
IE,KR,8963908.41767061,9136908.11146797
IL,KR,8073824.42916358,8196868.127370244
IN,KR,4692810.673428151,5221601.116878805
IQ,KR,7248382.268139209,7369006.792737796
IT,KR,8978328.900794854,8963250.42990707
JO,KR,8007470.550323703,8128549.3874273095
JP,KR,1160171.0130739699,945669.0001825982
KH,KR,3634781.3569775894,3486113.8448051265
KR,KR,0,0
KW,KR,7177578.8712470755,7253928.125221324
KZ,KR,4548979.498361054,4906131.380147758
LT,KR,7362957.443023532,7431070.689124205
LV,KR,7289960.588586619,7320226.239079527
MA,KR,10747159.871861547,10905949.11266595
MK,KR,8405361.47512882,8457342.303301996
MX,KR,12064686.451501805,11579663.16807691
MY,KR,4616329.3746872945,4136764.9991394705
NL,KR,8567473.778903889,8593409.662902841
NO,KR,7726377.0609018495,7681887.264104868
NZ,KR,10031105.665826872,9981461.881469488
OM,KR,6598238.308503998,6937275.989499773
PE,KR,16326087.372458018,16215581.697565546
PH,KR,2622024.678344457,2727301.9558702367
PK,KR,4830911.288426915,5314145.217243838
PL,KR,7747872.405187747,7898186.764904702
PT,KR,10430854.724581612,10380824.151680661
QA,KR,7111473.738509507,7180745.57710461
RO,KR,7941983.362577706,7989392.465293728
RS,KR,8273772.114472917,8374880.023187483
RU,KR,6614255.990561056,3218165.8923480604
SA,KR,7555805.479120464,7746189.141246297
SE,KR,7441222.577686669,7478085.4701549085
SG,KR,4680783.189550217,4653630.529010368
SI,KR,8547560.287575614,8572123.591215959
SK,KR,8245104.029739299,8149465.102131824
TH,KR,3729027.6928022173,3657692.9929493717
TR,KR,7755930.454619991,7729879.581887318
TW,KR,1491309.2489226307,1574620.0803231602
UA,KR,7303291.164085356,7366340.689396042
US,KR,11176885.641601207,10273853.46676283
VN,KR,2744682.588278012,3021498.774846029
ZA,KR,12460330.495647026,12916090.931220636
AE,KW,835439.6091625525,871926.8729197237
AR,KW,13216829.705458019,13677852.671771046
AT,KW,3412742.812481983,3554436.073607283
AU,KW,12790024.84094759,11110022.115368681
BA,KW,3072268.383861823,3102972.972673528
BE,KW,4327443.759494438,4324020.284379226
BG,KW,2654579.8983468385,2521827.172883661
BH,KW,435367.53111231845,474505.1888684088
BR,KW,11430980.386117594,11793484.969645247
BY,KW,3191148.005033244,3071799.8129002955
CA,KW,9954455.55774722,9536717.470099756
CH,KW,3991472.2185264584,3925511.858138887
CL,KW,14274530.744502088,14193200.541912233
CO,KW,12795163.182097167,12619010.728306096
CZ,KW,3631619.5040893652,3553182.7127571823
DE,KW,3822567.250553542,3923853.841199086
DK,KW,4044869.5177880526,4177514.993508115
DZ,KW,4233573.835346156,4343536.727887843
EE,KW,3779333.898129414,3676202.464089537
EG,KW,1618690.8481074523,1760872.5390049282
ES,KW,4806317.547440531,4805979.141685787
FI,KW,3836942.1140509136,4136500.758344555
FR,KW,4411167.515715561,4352010.759281265
GB,KW,4645925.066869735,4936896.05341174
GR,KW,2433364.526261978,2582884.0875662607
HK,KW,6591621.13475,NA
HR,KW,3329789.1900022016,3311981.418573353
HU,KW,3196766.2948132604,3082806.764536812
ID,KW,7425700.133822178,8594750.020348229
IE,KW,5094392.83893259,5178943.378965873
IL,KW,1251840.3643419729,1265821.889742869
IN,KW,2840067.0051299706,3129736.7843279475
IQ,KW,554191.597210556,528271.7293312189
IT,KW,3468492.912943424,3438734.7677436806
JO,KW,1188959.207228524,1141608.7992469443
JP,KW,8314146.937278472,8166333.769606297
KH,KW,6195149.18049755,6153917.3157244185
KR,KW,7177578.8712470755,7253928.125221324
KW,KW,0,0
KZ,KW,3112006.8161786636,2690704.278513797
LT,KW,3354413.9616157277,3493400.084505333
LV,KW,3590486.3540480863,3537064.84938294
MA,KW,5157503.334260409,5003894.552765166
MK,KW,2761858.779706728,2687623.3069182727
MX,KW,13559030.742324429,13355915.966349801
MY,KW,6366123.302274281,7446890.706092853
NL,KW,4342832.777054226,4267274.854894983
NO,KW,4390470.156253242,4533330.275006008
NZ,KW,15107414.867076142,15072013.29200237
OM,KW,1230882.2851117984,1326531.3761285313
PE,KW,14058213.822448628,13822971.434832066
PH,KW,7597046.453075039,7799518.71222694
PK,KW,2420481.1376692816,2147749.812538838
PL,KW,3373992.5419413755,3387424.3810571614
PT,KW,5285307.568361956,5151353.08378358
QA,KW,572134.6715195648,563571.5353559996
RO,KW,2555563.5224585165,2699180.6999827907
RS,KW,2962053.727573215,2859929.5130161513
RU,KW,3048511.6456470643,5136492.795171153
SA,KW,540249.5657102377,570030.5068789398
SE,KW,4026945.5948920506,4328340.254183075
SG,KW,6678870.259139893,6696292.831869826
SI,KW,3445580.3853250872,3379950.447504097
SK,KW,3359388.0205192487,3208715.891953379
TH,KW,5658294.331045474,5571372.34066283
TR,KW,1812297.0812772126,1586594.1258573784
TW,KW,7167582.291128393,7187714.240564223
UA,KW,2762457.5680417707,2548923.76655066
US,KW,10535102.986581359,11570397.675285634
VN,KW,5843431.184645205,6273587.300478842
ZA,KW,6487959.331040298,7013929.246490917
AE,KZ,3311441.337402901,2943478.3522937424
AR,KZ,15654958.934340287,15794334.819829945
AT,KZ,3887475.4891663906,4010834.748073441
AU,KZ,12237668.834538922,10511075.477474589
BA,KZ,3983383.5737631475,3824145.184494755
BE,KZ,4533980.724487001,4498388.197245952
BG,KZ,3709108.5982693285,3356111.0745065883
BH,KZ,3293379.5829784535,2886225.705908534
BR,KZ,13416424.78632122,13269898.189261174
BY,KZ,2941091.252862702,2847564.8358248863
CA,KZ,8831871.2785404,7927889.474744561
CH,KZ,4544729.773857528,4396617.258066594
CL,KZ,16407101.579846345,16028895.8996916
CO,KZ,13013992.160360739,13063853.152276538
CZ,KZ,3927096.1641627457,3803707.4936687276
DE,KZ,3888241.6854895093,4046586.519771221
DK,KZ,3819491.6632155194,3948974.435985227
DZ,KZ,5497538.440316315,5925798.890590417
EE,KZ,3029245.626392007,2975970.384551291
EG,KZ,4055343.707079021,4027257.489843553
ES,KZ,5694699.126212637,5621608.11826249
FI,KZ,3014560.6323030484,3076333.4601774653
FR,KZ,4765388.902872773,4858522.391545911
GB,KZ,4769691.976479774,4866622.210071
GR,KZ,3977667.9224660904,3786351.920355914
HK,KZ,4874659.127563606,NA
HR,KZ,4039327.9641697803,3950875.1308161463
HU,KZ,3740501.8026455007,3552478.4399614385
ID,KZ,7222416.857493986,7767906.700554013
IE,KZ,5033051.59861687,5153742.583853841
IL,KZ,3656604.4427302047,3347344.3613187578
IN,KZ,2558117.6573125543,3220539.5512420204
IQ,KZ,2953435.2307436783,2610417.1480588703
IT,KZ,4504979.239896955,4255857.772775672
JO,KZ,3596949.8481236566,3299486.2917776564
JP,KZ,5567589.180373988,5737488.345462533
KH,KZ,5346431.834193552,5180648.688146888
KR,KZ,4548979.498361054,4906131.380147758
KW,KZ,3112006.8161786636,2690704.278513797
KZ,KZ,0,0
LT,KZ,3067522.4032111275,3085484.6977291713
LV,KZ,3092919.515370953,3022751.9399263975
MA,KZ,6371780.559907495,6229877.566515188
MK,KZ,3878121.183674394,3634578.886836775
MX,KZ,12124854.333670506,12070808.366471892
MY,KZ,6042544.846737823,6611061.884478535
NL,KZ,4422229.437693894,4320190.580429025
NO,KZ,3799235.0360438875,3857387.6795729985
NZ,KZ,14303799.222797692,14401392.76031008
OM,KZ,3263095.250332161,3163073.1547562727
PE,KZ,14838766.4641248,14634593.212412225
PH,KZ,5988605.377101618,6301331.095979871
PK,KZ,1946791.4904422653,2011024.1475293
PL,KZ,3410519.9708725233,3399883.5676896265
PT,KZ,6172880.258696678,5933474.994180515
QA,KZ,3343285.800872874,2902141.7896125517
RO,KZ,3416446.8505041813,3229584.4515819196
RS,KZ,3782644.36404036,3604707.5199790983
RU,KZ,2276212.6112478054,2446884.109014188
SA,KZ,3626796.6691458677,3258705.5172188138
SE,KZ,3406470.560946211,3596228.9232968963
SG,KZ,6326796.069840699,6225542.178741685
SI,KZ,4123870.256644333,3927098.5125028584
SK,KZ,3839698.6031889743,3528507.9688547137
TH,KZ,4915227.215378825,4700959.177531058
TR,KZ,3214456.9888598844,2823750.648237337
TW,KZ,5119114.852743569,5334645.887480395
UA,KZ,2844772.3546386645,2632782.0733097596
US,KZ,9550577.466326896,10170977.016709086
VN,KZ,4486630.9565491155,5069327.863757755
ZA,KZ,9551306.780571057,9641789.672524795
AE,LT,4128572.283576003,4316452.719395562
AR,LT,12719319.00872258,12977382.759269336
AT,LT,947945.7831118456,1210869.5229153032
AU,LT,15279898.420488896,13596545.72079226
BA,LT,1305859.5091338335,1378713.5246708253
BE,LT,1468432.0174704313,1439538.1908817173
BG,LT,1344542.7685243308,1448918.39547958
BH,LT,3783763.0796764484,3961672.784214758
BR,LT,10408275.803257791,10266816.693806456
BY,LT,172221.21829753314,422215.0456271995
CA,LT,6649242.923648773,6086739.4957263805
CH,LT,1515074.3916184295,1487853.900020864
CL,LT,13355542.209829735,13043978.583532004
CO,LT,10196058.229853867,10021805.80460718
CZ,LT,896681.0354363619,920310.6233550438
DE,LT,820731.544518679,1017621.0365969082
DK,LT,813217.8823310974,869994.8766235375
DZ,LT,2616521.855837467,3536799.096649208
EE,LT,528623.7128545681,354696.561774506
EG,LT,2784256.2378014433,3263993.2453474514
ES,LT,2664251.640784294,2709445.3887361735
FI,LT,609236.5321908381,897373.5723470437
FR,LT,1698061.3600410896,1887676.1934727966
GB,LT,1721796.404175366,1789061.0649246122
GR,LT,1864905.7355427009,1898197.9690810638
HK,LT,7942033.3850348005,NA
HR,LT,1189340.0189897362,1345009.1891363203
HU,LT,909025.1339986159,1039067.8959393888
ID,LT,10041318.372439234,10853382.360979594
IE,LT,2049867.221487934,2076041.6659742636
IL,LT,2669855.526014525,2853300.9854046437
IN,LT,5042882.261008391,5916146.187604192
IQ,LT,2810533.9360010424,2988505.1074585933
IT,LT,1705289.6186035804,1669245.0165459816
JO,LT,2668628.836663275,2937088.419019511
JP,LT,8200522.263179181,8053374.752350379
KH,LT,8305483.924171582,8263567.275978424
KR,LT,7362957.443023532,7431070.689124205
KW,LT,3354413.9616157277,3493400.084505333
KZ,LT,3067522.4032111275,3085484.6977291713
LT,LT,0,0
LV,LT,262542.780577956,127146.56545515651
MA,LT,3386785.2820331296,3488858.6028489005
MK,LT,1440892.1167789104,1583627.0625272463
MX,LT,10251376.855173554,9882415.35909362
MY,LT,8862649.346224193,9694693.789447648
NL,LT,1367953.1797934945,1244922.6902923763
NO,LT,1044723.6846144387,1040465.7383586826
NZ,LT,17351753.720424034,17382757.872135315
OM,LT,4417666.248004948,4753199.587949031
PE,LT,11903587.316726863,11561893.175540963
PH,LT,9055411.875452073,9311482.385041188
PK,LT,4353226.349190975,4600774.724529489
PL,LT,391082.4662290034,516303.9035329176
PT,LT,3123488.4071008028,2973889.7146192784
QA,LT,3915874.3348863223,4044282.5655675028
RO,LT,1143687.0919695848,1115365.8652793786
RS,LT,1150337.813806523,1352641.093531476
RU,LT,791693.3804020606,4254969.872447855
SA,LT,3784787.9472520803,3847502.8680568733
SE,LT,674560.8438969655,842440.5596010202
SG,LT,9168571.185540749,9259434.38960306
SI,LT,1225366.654289556,1246303.215885964
SK,LT,920264.5362599898,871386.2242219286
TH,LT,7827646.878619244,7770481.49578671
TR,LT,1738425.5446979827,2050720.7574001863
TW,LT,8150113.260727734,8242247.472067526
UA,LT,593070.3365250328,947940.2675000787
US,LT,7275932.243832978,8077077.823531131
VN,LT,7523973.0148459505,8151965.821270629
ZA,LT,8957888.348759338,9575362.381053487
AE,LV,4353258.5914184945,4350155.448260507
AR,LV,12766721.146372586,13075365.715943899
AT,LV,1104790.15066728,1334976.2548967428
AU,LV,15329495.576863209,13531032.52897341
BA,LV,1515084.306080101,1504873.9661060583
BE,LV,1460148.859283606,1529987.996265612
BG,LV,1590702.9551279328,1558472.87110583
BH,LV,4017151.6837712745,4002463.8057626267
BR,LV,10441628.266888803,10353727.519310683
BY,LV,403218.2244335824,484615.7203463301
CA,LV,6442575.277236449,6024882.148373007
CH,LV,1590417.5928432501,1603146.7852216884
CL,LV,13358797.587965198,13129682.581657838
CO,LV,10082554.210358443,10067932.738415154
CZ,LV,998230.905634072,1043017.0723777392
DE,LV,848475.4986178733,1120917.0975310043
DK,LV,726906.0181403878,926408.0301908592
DZ,LV,2738310.7313930294,3662605.5536643467
EE,LV,277273.92377136374,230314.6645968305
EG,LV,3046475.718488184,3363065.969438663
ES,LV,2718407.188750846,2817706.217666995
FI,LV,359304.8204237582,781137.2384573725
FR,LV,1707549.2697645333,1993516.4098542007
GB,LV,1677793.5362876207,1844129.7439780454
GR,LV,2114162.342775238,2015689.121000677
HK,LV,7956747.234039066,NA
HR,LV,1364317.900752155,1472122.0622928413
HU,LV,1107167.5857738366,1163965.871476824
ID,LV,10155234.324991819,10788438.542243004
IE,LV,1957230.1031747977,2131344.617250478
IL,LV,2931122.6943297605,2936452.007914905
IN,LV,5172986.942285047,5898985.689843178
IQ,LV,3050802.589197921,3038429.6895524263
IT,LV,1872076.3853388021,1795974.4305895357
JO,LV,2929143.883728809,3016702.8732586927
JP,LV,8093675.473992818,7935865.063336063
KH,LV,8383269.481705539,8203284.687131612
KR,LV,7289960.588586619,7320226.239079527
KW,LV,3590486.3540480863,3537064.84938294
KZ,LV,3092919.515370953,3022751.9399263975
LT,LV,262542.780577956,127146.56545515651
LV,LV,0,0
MA,LV,3459928.0567612867,3605565.0146671357
MK,LV,1677195.7341680026,1701850.875550972
MX,LV,10038520.068921914,9853037.756524108
MY,LV,8972708.76903337,9633813.583018592
NL,LV,1334511.349606695,1328693.2336835547
NO,LV,843587.7772285958,1010246.0584307156
NZ,LV,17313246.622084897,17281920.360057596
OM,LV,4630531.916622178,4782985.146046279
PE,LV,11819942.068240728,11617059.813222181
PH,LV,9066155.389206976,9225912.891470145
PK,LV,4480189.62212352,4582078.48122647
PL,LV,561188.4988455669,643248.9002561427
PT,LV,3156837.479818155,3076358.8677000357
QA,LV,4147923.981556406,4083622.4472736316
RO,LV,1401579.4650345473,1224514.3987260095
RS,LV,1374742.3783300167,1473968.6258990583
RU,LV,841477.2470140519,4138324.802273432
SA,LV,4030416.00618669,3905871.703781855
SE,LV,442153.6172241892,791491.6977828869
SG,LV,9275489.297541445,9214508.265518589
SI,LV,1382302.1378117655,1373065.2836173577
SK,LV,1087794.6643567989,997900.1436707799
TH,LV,7915837.499349078,7716153.173675131
TR,LV,1999361.1503531758,2123993.006225879
TW,LV,8131133.386959783,8148068.014002708
UA,LV,840228.4031745052,1005280.1034947933
US,LV,7080392.806571648,8036445.942324709
VN,LV,7572407.229293755,8083583.906981329
ZA,LV,9214162.54475533,9685254.51836999
AE,MA,5953204.427311056,5797578.297647652
AR,MA,9337542.956884077,9598913.13571708
AT,MA,2490121.923368725,2308154.6047141007
AU,MA,17838033.46697968,16070470.061204813
BA,MA,2429224.231844276,2407052.104600392
BE,MA,2078854.800689076,2223128.506731373
BG,MA,2785325.3266492696,2898101.959006687
BH,MA,5526424.897199604,5386996.790794676
BR,MA,7047566.838713977,7078647.813904267
BY,MA,3477525.9299954535,3523581.7037613546
CA,MA,5848609.862246343,7030776.547718821
CH,MA,1873638.0318632356,2002805.4942320134
CL,MA,10039043.759292103,9803384.492241368
CO,MA,7638150.4463229645,7618420.937686816
CZ,MA,2490285.0543385935,2579122.8206890584
DE,MA,2613087.704187382,2511984.1976395138
DK,MA,2835010.7779819933,2914715.9407551102
DZ,MA,946827.5109627692,890148.5842618875
EE,MA,3648791.987901656,3789617.4289294677
EG,MA,3600596.9121540925,3421369.842129319
ES,MA,764419.0939299838,895078.9871294014
FI,MA,3706659.1859038947,4157737.9353112374
FR,MA,1817791.3285926133,1670314.4653725277
GB,MA,2022323.5393541923,2450321.094732802
GR,MA,2775439.4900988447,2556944.8285933533
HK,MA,11191301.367004702,NA
HR,MA,2334706.713011259,2297030.8476537745
HU,MA,2631440.706755158,2699881.8172473027
ID,MA,12581310.027228165,13587264.864767563
IE,MA,2150085.492899621,2350126.304328805
IL,MA,3911557.3348531066,3741546.4577249815
IN,MA,7784842.991198815,8127796.524979982
IQ,MA,4699706.97957609,4559080.803122389
IT,MA,1904209.7416312678,1977997.3736160444
JO,MA,3971358.6475762133,3869533.0421662754
JP,MA,11538067.495869936,11541305.311654188
KH,MA,11230295.15732572,11065698.642105935
KR,MA,10747159.871861547,10905949.11266595
KW,MA,5157503.334260409,5003894.552765166
KZ,MA,6371780.559907495,6229877.566515188
LT,MA,3386785.2820331296,3488858.6028489005
LV,MA,3459928.0567612867,3605565.0146671357
MA,MA,0,0
MK,MA,2622628.9362671757,2625925.552091134
MX,MA,9027780.863005005,9303409.236496754
MY,MA,11514968.788975595,12423070.120832648
NL,MA,2246993.997582598,2441727.9069163175
NO,MA,3154011.8941966747,3508771.136431153
NZ,MA,19216859.405534856,18920793.357884668
OM,MA,6376879.1519665765,6215380.501848083
PE,MA,9010455.8932082,8865153.83245616
PH,MA,12302442.354007458,12491705.086686524
PK,MA,7173219.171577451,7005581.365245969
PL,MA,3006396.489701638,3008878.32201157
PT,MA,562296.5192278512,877630.9088985969
QA,MA,5652797.379255147,5477181.587922416
RO,MA,3042401.7175066522,3000504.5576183563
RS,MA,2623459.9084993657,2626411.4591035284
RU,MA,4152936.8458234314,7743712.288317158
SA,MA,5247078.770909247,4910389.543350646
SE,MA,3356753.6118723196,3634190.6615241133
SG,MA,11829303.941165488,11700178.426689591
SI,MA,2247919.789307458,2343073.5423209723
SK,MA,2535497.316729838,2764024.144156234
TH,MA,10703672.681811718,10496661.083213532
TR,MA,3560508.5206214627,3669547.8877807367
TW,MA,11490893.794812715,11563529.614290817
UA,MA,3527244.431622413,3607421.0384572204
US,MA,6149670.224748099,8083769.788096357
VN,MA,10641787.86033102,11098793.270357788
ZA,MA,7613099.121789453,7638613.245708977
AE,MK,3597069.4755166196,3556515.6479016445
AR,MK,11776849.181486335,12162891.031209396
AT,MK,799549.4553475666,919322.2531986114
AU,MK,15498386.083964888,13700556.769755302
BA,MK,325309.4377919926,432671.9473192068
BE,MK,1635549.0065400063,1700793.0527864269
BG,MK,169754.3376182658,278637.98617943365
BH,MK,3182866.3942312766,3144575.6259050462
BR,MK,9572669.374919757,9704538.48951361
BY,MK,1399879.050842261,1321524.851775092
CA,MK,7314440.886347128,7375166.998919609
CH,MK,1240788.159286513,1250463.5366110809
CL,MK,12586198.148950756,12417281.661052778
CO,MK,10131998.442230001,10052704.587340279
CZ,MK,1050096.026597331,1034272.3819683831
DE,MK,1319056.252310014,1385770.2374219117
DK,MK,1653421.2660041337,1799039.469311545
DZ,MK,1685032.878990888,2309551.130968455
EE,MK,1954461.6423893159,1931082.6997447258
EG,MK,1591824.8535375067,1805201.253889964
ES,MK,2108404.250223112,2188217.3284003977
FI,MK,2036491.3883065314,2480997.4719356583
FR,MK,1671861.9821506434,1664434.0438108437
GB,MK,1945382.606421695,2344198.3868772853
GR,MK,487199.9333361298,315405.18680777895
HK,MK,8594150.855934313,NA
HR,MK,610920.5034610342,642451.3572023901
HU,MK,641721.8246174655,596673.5009614652
ID,MK,10096992.171822581,11052912.03738343
IE,MK,2407964.7012080248,2552366.883032607
IL,MK,1667231.666987301,1614937.8619888483
IN,MK,5183691.857576071,5674115.982647065
IQ,MK,2232948.9748257753,2170804.2956098886
IT,MK,742459.0825115516,762116.2263494935
JO,MK,1700200.9451558066,1735530.2067535499
JP,MK,9354464.080510154,9201473.090004275
KH,MK,8621950.353701325,8482693.810875367
KR,MK,8405361.47512882,8457342.303301996
KW,MK,2761858.779706728,2687623.3069182727
KZ,MK,3878121.183674394,3634578.886836775
LT,MK,1440892.1167789104,1583627.0625272463
LV,MK,1677195.7341680026,1701850.875550972
MA,MK,2622628.9362671757,2625925.552091134
MK,MK,0,0
MX,MK,10877695.473418418,10804756.03294913
MY,MK,8976572.489622025,9874616.408351067
NL,MK,1697300.4287536563,1702158.1090570784
NO,MK,2124457.2538519595,2382341.7391448785
NZ,MK,17824648.479096532,17728487.098201346
OM,MK,3982517.5064815576,4009626.32578316
PE,MK,11614486.45633011,11420040.275136914
PH,MK,9698370.17263345,9865870.843172276
PK,MK,4556554.282681327,4460659.379077082
PL,MK,1142640.2335198096,1141801.4153428066
PT,MK,2607886.380785214,2533439.897979879
QA,MK,3319763.198061429,3237790.5461408803
RO,MK,463394.22692126554,522406.89535486896
RS,MK,324644.5032665662,254591.80953637848
RU,MK,1924197.4129588318,5463044.066508702
SA,MK,3023706.7604507157,2825514.767065446
SE,MK,1943402.765851216,2292694.298274473
SG,MK,9291999.881321138,9237724.369936125
SI,MK,716862.9463002658,734841.2255067641
SK,MK,765587.4887056523,785390.6833309208
TH,MK,8100829.009881624,7926002.769722966
TR,MK,983124.9850298171,1135309.4838524621
TW,MK,8953158.819950104,8962826.68925081
UA,MK,1167184.8293470172,1114905.4412393502
US,MK,7840579.707883435,9148090.81001122
VN,MK,8020673.078851036,8488013.556404168
ZA,MK,7571619.256667303,8006998.509624025
AE,MX,14368437.16035365,14197539.842140136
AR,MX,7401876.832903291,7512825.753390903
AT,MX,10162510.987091064,9888819.739968756
AU,MX,13191601.595614573,14280031.832352873
BA,MX,10553771.13192497,10372084.798150318
BE,MX,9256987.169768777,9105534.359862415
BG,MX,10955753.353649685,10906087.158700973
BH,MX,13994376.508644897,13829696.551945105
BR,MX,6841393.052334255,6301333.458844022
BY,MX,10421428.808435585,10299710.393937176
CA,MX,3607177.55899592,4145468.6441505123
CH,MX,9639725.952346984,9565216.307089811
CL,MX,6620050.683859157,6767553.474301863
CO,MX,3178064.1869537015,3858855.603399939
CZ,MX,9934957.775934588,9838846.589453766
DE,MX,9736728.509772083,9466347.664531624
DK,MX,9520382.226474926,9180128.67768876
DZ,MX,9765178.525667429,10190474.224285988
EE,MX,9896558.593174603,9744155.03121418
EG,MX,12383104.198418498,12445853.57665469
ES,MX,9072928.0387590155,9038925.084841458
FI,MX,9854688.602087002,9362220.193747178
FR,MX,9206269.206784628,9210557.431219436
GB,MX,8940764.146125654,8467607.32670165
GR,MX,11294727.24542542,11005769.480104312
HK,MX,14148654.927403063,NA
HR,MX,10277231.566388274,10162805.654594012
HU,MX,10375537.460379831,10318072.269865861
ID,MX,16863429.45564482,15104475.759623634
IE,MX,8483269.003854852,8252426.223220835
IL,MX,12541509.107351681,12419056.13232845
IN,MX,14676518.587787334,15249538.294144996
