lang1,lang2,wals_euclidean_dist,country_code_1,country_code_2
ger,chi,191.80832252752833,DE,TW
gre,chi,107.85408415878263,GR,HK
gre,chi,107.85408415878263,GR,TW
heb,chi,147.75816095448675,IL,HK
heb,chi,147.75816095448675,IL,TW
hun,chi,200.4468049635171,HU,HK
hun,chi,200.4468049635171,HU,TW
ind,chi,172.93101256065356,ID,HK
ind,chi,172.93101256065356,ID,TW
ita,chi,150.32829484632265,IT,HK
ita,chi,150.32829484632265,IT,TW
jpn,chi,179.58041641248758,JP,HK
jpn,chi,179.58041641248758,JP,TW
kaz,chi,110.26205932620462,KZ,HK
kaz,chi,110.26205932620462,KZ,TW
khm,chi,138.8246779347633,KH,HK
khm,chi,138.8246779347633,KH,TW
kor,chi,172.82493936013384,KR,HK
kor,chi,172.82493936013384,KR,TW
lav,chi,149.18564209435831,LV,HK
lav,chi,149.18564209435831,LV,TW
lit,chi,124.41501291968902,LT,HK
lit,chi,124.41501291968902,LT,TW
may,chi,176.64007603495926,MY,HK
may,chi,176.64007603495926,MY,TW
nor,chi,120.6430292566314,NO,HK
nor,chi,120.6430292566314,NO,TW
pol,chi,122.87683761601674,PL,HK
pol,chi,122.87683761601674,PL,TW
por,chi,126.7365568312863,BR,HK
por,chi,126.7365568312863,BR,TW
por,chi,126.7365568312863,PT,HK
por,chi,126.7365568312863,PT,TW
rum,chi,108.9425347548202,RO,HK
rum,chi,108.9425347548202,RO,TW
rus,chi,180.5411508710498,RU,HK
rus,chi,180.5411508710498,RU,TW
slo,chi,111.86928832772006,SK,HK
slo,chi,111.86928832772006,SK,TW
slv,chi,107.7796619277647,SI,HK
slv,chi,107.7796619277647,SI,TW
spa,chi,192.8063723967125,AR,HK
spa,chi,192.8063723967125,AR,TW
spa,chi,192.8063723967125,CL,HK
spa,chi,192.8063723967125,CL,TW
spa,chi,192.8063723967125,CO,HK
spa,chi,192.8063723967125,CO,TW
spa,chi,192.8063723967125,ES,HK
spa,chi,192.8063723967125,ES,TW
spa,chi,192.8063723967125,MX,HK
spa,chi,192.8063723967125,MX,TW
srb,chi,108.18029830837739,HR,HK
srb,chi,108.18029830837739,HR,TW
srb,chi,108.18029830837739,RS,HK
srb,chi,108.18029830837739,RS,TW
swe,chi,134.23514188236243,SE,HK
swe,chi,134.23514188236243,SE,TW
tgl,chi,76.76485998970368,PH,HK
tgl,chi,76.76485998970368,PH,TW
tha,chi,173.38637357594519,TH,HK
tha,chi,173.38637357594519,TH,TW
tur,chi,159.09827815122168,TR,HK
tur,chi,159.09827815122168,TR,TW
ukr,chi,113.06844167096514,UA,HK
ukr,chi,113.06844167096514,UA,TW
urd,chi,112.51802103447461,PK,HK
urd,chi,112.51802103447461,PK,TW
vie,chi,170.49436531988653,VN,HK
vie,chi,170.49436531988653,VN,TW
zul,chi,163.80823066927132,ZA,HK
zul,chi,163.80823066927132,ZA,TW
ara,cmn,132.99949658864816,AE,SG
ara,cmn,132.99949658864816,DZ,SG
ara,cmn,132.99949658864816,EG,SG
ara,cmn,132.99949658864816,IQ,SG
ara,cmn,132.99949658864816,JO,SG
ara,cmn,132.99949658864816,KW,SG
ara,cmn,132.99949658864816,QA,SG
ara,cmn,132.99949658864816,SA,SG
bel,cmn,178.71232808893086,BY,SG
bul,cmn,155.014293122935,BG,SG
chi,cmn,163.03181720723722,HK,SG
chi,cmn,163.03181720723722,TW,SG
cmn,cmn,0,SG,SG
cze,cmn,126.53310526027055,CZ,SG
dan,cmn,157.9821713566755,DK,SG
dut,cmn,139.20823244134172,BE,SG
dut,cmn,139.20823244134172,NL,SG
eng,cmn,184.7160336687225,AU,SG
eng,cmn,184.7160336687225,CA,SG
eng,cmn,184.7160336687225,GB,SG
eng,cmn,184.7160336687225,IE,SG
eng,cmn,184.7160336687225,IN,SG
eng,cmn,184.7160336687225,NZ,SG
eng,cmn,184.7160336687225,US,SG
est,cmn,127.39906674080217,EE,SG
fin,cmn,163.82232329539954,FI,SG
fre,cmn,198.57639978875326,FR,SG
ger,cmn,193.63078159171516,AT,SG
ger,cmn,193.63078159171516,CH,SG
ger,cmn,193.63078159171516,DE,SG
gre,cmn,123.68961313264198,GR,SG
heb,cmn,155.65906463200042,IL,SG
hun,cmn,202.33828843803542,HU,SG
ind,cmn,175.68577127088258,ID,SG
ita,cmn,156.5561656309143,IT,SG
jpn,cmn,181.42419527469082,JP,SG
kaz,cmn,125.79482761237978,KZ,SG
khm,cmn,145.6935126843363,KH,SG
kor,cmn,174.06664896684129,KR,SG
lav,cmn,141.82003587842908,LV,SG
lit,cmn,135.85451504404074,LT,SG
may,cmn,178.39737510467836,MY,SG
nor,cmn,134.49184076550884,NO,SG
pol,cmn,132.2550856442536,PL,SG
por,cmn,136.74124982261395,BR,SG
por,cmn,136.74124982261395,PT,SG
rum,cmn,124.11951220926215,RO,SG
rus,cmn,179.5761351263219,RU,SG
slo,cmn,126.94919637874716,SK,SG
slv,cmn,123.62472427648171,SI,SG
spa,cmn,190.07812831305262,AR,SG
spa,cmn,190.07812831305262,CL,SG
spa,cmn,190.07812831305262,CO,SG
spa,cmn,190.07812831305262,ES,SG
spa,cmn,190.07812831305262,MX,SG
srb,cmn,123.15680466577342,HR,SG
srb,cmn,123.15680466577342,RS,SG
swe,cmn,145.48428938994067,SE,SG
tgl,cmn,147.57262708620542,PH,SG
tha,cmn,179.35370409690483,TH,SG
tur,cmn,160.1420443672541,TR,SG
ukr,cmn,127.9546939269972,UA,SG
urd,cmn,126.04163190805852,PK,SG
vie,cmn,175.8155935466689,VN,SG
zul,cmn,164.39146457935354,ZA,SG
ara,cze,58.09366242246467,AE,CZ
ara,cze,58.09366242246467,DZ,CZ
ara,cze,58.09366242246467,EG,CZ
ara,cze,58.09366242246467,IQ,CZ
ara,cze,58.09366242246467,JO,CZ
ara,cze,58.09366242246467,KW,CZ
ara,cze,58.09366242246467,QA,CZ
ara,cze,58.09366242246467,SA,CZ
bel,cze,133.11624058501118,BY,CZ
bul,cze,96.37863024626672,BG,CZ
chi,cze,111.26888357096638,HK,CZ
chi,cze,111.26888357096638,TW,CZ
cmn,cze,126.53310526027055,SG,CZ
cze,cze,0,CZ,CZ
dan,cze,103.84337058018946,DK,CZ
dut,cze,76.97247125041622,BE,CZ
dut,cze,76.97247125041622,NL,CZ
eng,cze,149.03051253072894,AU,CZ
eng,cze,149.03051253072894,CA,CZ
eng,cze,149.03051253072894,GB,CZ
eng,cze,149.03051253072894,IE,CZ
eng,cze,149.03051253072894,IN,CZ
eng,cze,149.03051253072894,NZ,CZ
eng,cze,149.03051253072894,US,CZ
est,cze,40.29709969044136,EE,CZ
fin,cze,124.78530573089476,FI,CZ
fre,cze,168.51238631323767,FR,CZ
ger,cze,157.72397498355184,AT,CZ
ger,cze,157.72397498355184,CH,CZ
ger,cze,157.72397498355184,DE,CZ
gre,cze,28.14129052909638,GR,CZ
heb,cze,100.38555069856791,IL,CZ
hun,cze,168.25664980763526,HU,CZ
ind,cze,140.5944667078076,ID,CZ
ita,cze,107.34216665617764,IT,CZ
jpn,cze,148.1305077618432,JP,CZ
kaz,cze,36.48241402913326,KZ,CZ
khm,cze,91.12453724721681,KH,CZ
kor,cze,136.34501893228577,KR,CZ
lav,cze,108.19334459946464,LV,CZ
lit,cze,58.3008088230363,LT,CZ
may,cze,145.49027994936478,MY,CZ
nor,cze,58.04381477419088,NO,CZ
pol,cze,53.66066353362179,PL,CZ
por,cze,71.2235437787061,BR,CZ
por,cze,71.2235437787061,PT,CZ
rum,cze,32.46957757907414,RO,CZ
rus,cze,142.3298185134702,RU,CZ
slo,cze,34.6432618348772,SK,CZ
slv,cze,28.42499212153844,SI,CZ
spa,cze,161.40914280612452,AR,CZ
spa,cze,161.40914280612452,CL,CZ
spa,cze,161.40914280612452,CO,CZ
spa,cze,161.40914280612452,ES,CZ
spa,cze,161.40914280612452,MX,CZ
srb,cze,29.2712538176034,HR,CZ
srb,cze,29.2712538176034,RS,CZ
swe,cze,77.91411597952676,SE,CZ
tgl,cze,87.17690063192568,PH,CZ
tha,cze,138.17668359220065,TH,CZ
tur,cze,115.33703589165206,TR,CZ
ukr,cze,31.019278003759393,UA,CZ
urd,cze,42.04629502153654,PK,CZ
vie,cze,137.20064020312384,VN,CZ
zul,cze,128.66605639631555,ZA,CZ
ara,dan,112.72716909786062,AE,DK
ara,dan,112.72716909786062,DZ,DK
ara,dan,112.72716909786062,EG,DK
ara,dan,112.72716909786062,IQ,DK
ara,dan,112.72716909786062,JO,DK
ara,dan,112.72716909786062,KW,DK
ara,dan,112.72716909786062,QA,DK
ara,dan,112.72716909786062,SA,DK
bel,dan,163.71958579329842,BY,DK
bul,dan,140.6504708129605,BG,DK
chi,dan,146.7068551393143,HK,DK
chi,dan,146.7068551393143,TW,DK
cmn,dan,157.9821713566755,SG,DK
cze,dan,103.84337058018946,CZ,DK
dan,dan,0,DK,DK
dut,dan,126.61091060240301,BE,DK
dut,dan,126.61091060240301,NL,DK
eng,dan,208.1559704949568,AU,DK
eng,dan,208.1559704949568,CA,DK
eng,dan,208.1559704949568,GB,DK
eng,dan,208.1559704949568,IE,DK
eng,dan,208.1559704949568,IN,DK
eng,dan,208.1559704949568,NZ,DK
eng,dan,208.1559704949568,US,DK
est,dan,106.47363162526358,EE,DK
fin,dan,157.46834902838373,FI,DK
fre,dan,222.14551916244537,FR,DK
ger,dan,215.48906311861455,AT,DK
ger,dan,215.48906311861455,CH,DK
ger,dan,215.48906311861455,DE,DK
gre,dan,99.98604344919907,GR,DK
heb,dan,142.11186110414397,IL,DK
hun,dan,196.06687144004516,HU,DK
ind,dan,170.19283334463674,ID,DK
ita,dan,144.74777379958485,IT,DK
jpn,dan,207.44169992710346,JP,DK
kaz,dan,102.57888253315508,KZ,DK
khm,dan,132.38211545801596,KH,DK
kor,dan,198.95034518961572,KR,DK
lav,dan,144.02215337137062,LV,DK
lit,dan,117.5407683370947,LT,DK
may,dan,173.76345019572705,MY,DK
nor,dan,112.46633049821826,NO,DK
pol,dan,115.84135176959873,PL,DK
por,dan,119.76789563827117,BR,DK
por,dan,119.76789563827117,PT,DK
rum,dan,100.92831759162333,RO,DK
rus,dan,206.77660037218627,RU,DK
slo,dan,104.06220884266388,SK,DK
slv,dan,99.90576029518324,SI,DK
spa,dan,216.47887685876148,AR,DK
spa,dan,216.47887685876148,CL,DK
spa,dan,216.47887685876148,CO,DK
spa,dan,216.47887685876148,ES,DK
spa,dan,216.47887685876148,MX,DK
srb,dan,100.43330710855706,HR,DK
srb,dan,100.43330710855706,RS,DK
swe,dan,128.13289166617045,SE,DK
tgl,dan,129.14073152768987,PH,DK
tha,dan,167.41278660340436,TH,DK
tur,dan,152.89058440134454,TR,DK
ukr,dan,105.4919748281146,UA,DK
urd,dan,105.08751797645107,PK,DK
vie,dan,165.8410096326124,VN,DK
zul,dan,161.23597694604152,ZA,DK
ara,dut,90.2071497886969,AE,BE
ara,dut,90.2071497886969,AE,NL
ara,dut,90.2071497886969,DZ,BE
ara,dut,90.2071497886969,DZ,NL
ara,dut,90.2071497886969,EG,BE
ara,dut,90.2071497886969,EG,NL
ara,dut,90.2071497886969,IQ,BE
ara,dut,90.2071497886969,IQ,NL
ara,dut,90.2071497886969,JO,BE
ara,dut,90.2071497886969,JO,NL
ara,dut,90.2071497886969,KW,BE
ara,dut,90.2071497886969,KW,NL
ara,dut,90.2071497886969,QA,BE
ara,dut,90.2071497886969,QA,NL
ara,dut,90.2071497886969,SA,BE
ara,dut,90.2071497886969,SA,NL
bel,dut,151.57285538369385,BY,BE
bel,dut,151.57285538369385,BY,NL
bul,dut,115.52665005648544,BG,BE
bul,dut,115.52665005648544,BG,NL
chi,dut,132.6382299140136,HK,BE
chi,dut,132.6382299140136,HK,NL
chi,dut,132.6382299140136,TW,BE
chi,dut,132.6382299140136,TW,NL
cmn,dut,139.20823244134172,SG,BE
cmn,dut,139.20823244134172,SG,NL
cze,dut,76.97247125041622,CZ,BE
cze,dut,76.97247125041622,CZ,NL
dan,dut,126.61091060240301,DK,BE
dan,dut,126.61091060240301,DK,NL
dut,dut,0,BE,BE
dut,dut,0,BE,NL
dut,dut,0,NL,BE
dut,dut,0,NL,NL
eng,dut,142.88003876273697,AU,BE
eng,dut,142.88003876273697,AU,NL
eng,dut,142.88003876273697,CA,BE
eng,dut,142.88003876273697,CA,NL
eng,dut,142.88003876273697,GB,BE
eng,dut,142.88003876273697,GB,NL
eng,dut,142.88003876273697,IE,BE
eng,dut,142.88003876273697,IE,NL
eng,dut,142.88003876273697,IN,BE
eng,dut,142.88003876273697,IN,NL
eng,dut,142.88003876273697,NZ,BE
eng,dut,142.88003876273697,NZ,NL
eng,dut,142.88003876273697,US,BE
eng,dut,142.88003876273697,US,NL
est,dut,77.46241005637401,EE,BE
est,dut,77.46241005637401,EE,NL
fin,dut,126.41203169147146,FI,BE
fin,dut,126.41203169147146,FI,NL
fre,dut,161.0542316794201,FR,BE
fre,dut,161.0542316794201,FR,NL
ger,dut,145.44725641658457,AT,BE
ger,dut,145.44725641658457,AT,NL
ger,dut,145.44725641658457,CH,BE
ger,dut,145.44725641658457,CH,NL
ger,dut,145.44725641658457,DE,BE
ger,dut,145.44725641658457,DE,NL
gre,dut,78.1325884430107,GR,BE
gre,dut,78.1325884430107,GR,NL
heb,dut,107.62747393406039,IL,BE
heb,dut,107.62747393406039,IL,NL
hun,dut,169.87005594157486,HU,BE
hun,dut,169.87005594157486,HU,NL
ind,dut,149.96149696464832,ID,BE
ind,dut,149.96149696464832,ID,NL
ita,dut,110.55197249829418,IT,BE
ita,dut,110.55197249829418,IT,NL
jpn,dut,158.22349824163814,JP,BE
jpn,dut,158.22349824163814,JP,NL
kaz,dut,77.90114031805801,KZ,BE
kaz,dut,77.90114031805801,KZ,NL
khm,dut,106.2647782730469,KH,BE
khm,dut,106.2647782730469,KH,NL
kor,dut,146.37503710099995,KR,BE
kor,dut,146.37503710099995,KR,NL
lav,dut,123.74800520904694,LV,BE
lav,dut,123.74800520904694,LV,NL
lit,dut,83.5058942206316,LT,BE
lit,dut,83.5058942206316,LT,NL
may,dut,156.83224473535313,MY,BE
may,dut,156.83224473535313,MY,NL
nor,dut,86.67348752640214,NO,BE
nor,dut,86.67348752640214,NO,NL
pol,dut,77.94073368639488,PL,BE
pol,dut,77.94073368639488,PL,NL
por,dut,78.1516060034469,BR,BE
por,dut,78.1516060034469,BR,NL
por,dut,78.1516060034469,PT,BE
por,dut,78.1516060034469,PT,NL
rum,dut,80.01930689817937,RO,BE
rum,dut,80.01930689817937,RO,NL
rus,dut,147.08766104237725,RU,BE
rus,dut,147.08766104237725,RU,NL
slo,dut,73.00868922668198,SK,BE
slo,dut,73.00868922668198,SK,NL
slv,dut,78.02982399274254,SI,BE
slv,dut,78.02982399274254,SI,NL
spa,dut,156.45458193176563,AR,BE
spa,dut,156.45458193176563,AR,NL
spa,dut,156.45458193176563,CL,BE
spa,dut,156.45458193176563,CL,NL
spa,dut,156.45458193176563,CO,BE
spa,dut,156.45458193176563,CO,NL
spa,dut,156.45458193176563,ES,BE
spa,dut,156.45458193176563,ES,NL
spa,dut,156.45458193176563,MX,BE
spa,dut,156.45458193176563,MX,NL
srb,dut,77.41500501449882,HR,BE
srb,dut,77.41500501449882,HR,NL
srb,dut,77.41500501449882,RS,BE
srb,dut,77.41500501449882,RS,NL
swe,dut,76.48646291334252,SE,BE
swe,dut,76.48646291334252,SE,NL
tgl,dut,112.35076003315426,PH,BE
tgl,dut,112.35076003315426,PH,NL
tha,dut,143.43845606887106,TH,BE
tha,dut,143.43845606887106,TH,NL
tur,dut,121.18978413992596,TR,BE
tur,dut,121.18978413992596,TR,NL
ukr,dut,81.73500363730926,UA,BE
ukr,dut,81.73500363730926,UA,NL
urd,dut,77.56973400066298,PK,BE
urd,dut,77.56973400066298,PK,NL
vie,dut,143.50806918811676,VN,BE
vie,dut,143.50806918811676,VN,NL
zul,dut,140.87712347593222,ZA,BE
zul,dut,140.87712347593222,ZA,NL
ara,eng,152.078448894098,AE,AU
ara,eng,152.078448894098,AE,CA
ara,eng,152.078448894098,AE,GB
ara,eng,152.078448894098,AE,IE
ara,eng,152.078448894098,AE,IN
ara,eng,152.078448894098,AE,NZ
ara,eng,152.078448894098,AE,US
ara,eng,152.078448894098,DZ,AU
ara,eng,152.078448894098,DZ,CA
ara,eng,152.078448894098,DZ,GB
ara,eng,152.078448894098,DZ,IE
ara,eng,152.078448894098,DZ,IN
ara,eng,152.078448894098,DZ,NZ
ara,eng,152.078448894098,DZ,US
ara,eng,152.078448894098,EG,AU
ara,eng,152.078448894098,EG,CA
ara,eng,152.078448894098,EG,GB
ara,eng,152.078448894098,EG,IE
ara,eng,152.078448894098,EG,IN
ara,eng,152.078448894098,EG,NZ
ara,eng,152.078448894098,EG,US
ara,eng,152.078448894098,IQ,AU
ara,eng,152.078448894098,IQ,CA
ara,eng,152.078448894098,IQ,GB
ara,eng,152.078448894098,IQ,IE
ara,eng,152.078448894098,IQ,IN
ara,eng,152.078448894098,IQ,NZ
ara,eng,152.078448894098,IQ,US
ara,eng,152.078448894098,JO,AU
ara,eng,152.078448894098,JO,CA
ara,eng,152.078448894098,JO,GB
ara,eng,152.078448894098,JO,IE
ara,eng,152.078448894098,JO,IN
ara,eng,152.078448894098,JO,NZ
ara,eng,152.078448894098,JO,US
ara,eng,152.078448894098,KW,AU
ara,eng,152.078448894098,KW,CA
ara,eng,152.078448894098,KW,GB
ara,eng,152.078448894098,KW,IE
ara,eng,152.078448894098,KW,IN
ara,eng,152.078448894098,KW,NZ
ara,eng,152.078448894098,KW,US
ara,eng,152.078448894098,QA,AU
ara,eng,152.078448894098,QA,CA
ara,eng,152.078448894098,QA,GB
ara,eng,152.078448894098,QA,IE
ara,eng,152.078448894098,QA,IN
ara,eng,152.078448894098,QA,NZ
ara,eng,152.078448894098,QA,US
ara,eng,152.078448894098,SA,AU
ara,eng,152.078448894098,SA,CA
ara,eng,152.078448894098,SA,GB
ara,eng,152.078448894098,SA,IE
ara,eng,152.078448894098,SA,IN
ara,eng,152.078448894098,SA,NZ
ara,eng,152.078448894098,SA,US
bel,eng,194.1888537781997,BY,AU
bel,eng,194.1888537781997,BY,CA
bel,eng,194.1888537781997,BY,GB
bel,eng,194.1888537781997,BY,IE
bel,eng,194.1888537781997,BY,IN
bel,eng,194.1888537781997,BY,NZ
bel,eng,194.1888537781997,BY,US
bul,eng,143.1037256022776,BG,AU
bul,eng,143.1037256022776,BG,CA
bul,eng,143.1037256022776,BG,GB
bul,eng,143.1037256022776,BG,IE
bul,eng,143.1037256022776,BG,IN
bul,eng,143.1037256022776,BG,NZ
bul,eng,143.1037256022776,BG,US
chi,eng,184.55787111658128,HK,AU
chi,eng,184.55787111658128,HK,CA
chi,eng,184.55787111658128,HK,GB
chi,eng,184.55787111658128,HK,IE
chi,eng,184.55787111658128,HK,IN
chi,eng,184.55787111658128,HK,NZ
chi,eng,184.55787111658128,HK,US
chi,eng,184.55787111658128,TW,AU
chi,eng,184.55787111658128,TW,CA
chi,eng,184.55787111658128,TW,GB
chi,eng,184.55787111658128,TW,IE
chi,eng,184.55787111658128,TW,IN
chi,eng,184.55787111658128,TW,NZ
chi,eng,184.55787111658128,TW,US
cmn,eng,184.7160336687225,SG,AU
cmn,eng,184.7160336687225,SG,CA
cmn,eng,184.7160336687225,SG,GB
cmn,eng,184.7160336687225,SG,IE
cmn,eng,184.7160336687225,SG,IN
cmn,eng,184.7160336687225,SG,NZ
cmn,eng,184.7160336687225,SG,US
cze,eng,149.03051253072894,CZ,AU
cze,eng,149.03051253072894,CZ,CA
cze,eng,149.03051253072894,CZ,GB
cze,eng,149.03051253072894,CZ,IE
cze,eng,149.03051253072894,CZ,IN
cze,eng,149.03051253072894,CZ,NZ
cze,eng,149.03051253072894,CZ,US
dan,eng,208.1559704949568,DK,AU
dan,eng,208.1559704949568,DK,CA
dan,eng,208.1559704949568,DK,GB
dan,eng,208.1559704949568,DK,IE
dan,eng,208.1559704949568,DK,IN
dan,eng,208.1559704949568,DK,NZ
dan,eng,208.1559704949568,DK,US
dut,eng,142.88003876273697,BE,AU
dut,eng,142.88003876273697,BE,CA
dut,eng,142.88003876273697,BE,GB
dut,eng,142.88003876273697,BE,IE
dut,eng,142.88003876273697,BE,IN
dut,eng,142.88003876273697,BE,NZ
dut,eng,142.88003876273697,BE,US
dut,eng,142.88003876273697,NL,AU
dut,eng,142.88003876273697,NL,CA
dut,eng,142.88003876273697,NL,GB
dut,eng,142.88003876273697,NL,IE
dut,eng,142.88003876273697,NL,IN
dut,eng,142.88003876273697,NL,NZ
dut,eng,142.88003876273697,NL,US
eng,eng,0,AU,AU
eng,eng,0,AU,CA
eng,eng,0,AU,GB
eng,eng,0,AU,IE
eng,eng,0,AU,IN
eng,eng,0,AU,NZ
eng,eng,0,AU,US
eng,eng,0,CA,AU
eng,eng,0,CA,CA
eng,eng,0,CA,GB
eng,eng,0,CA,IE
eng,eng,0,CA,IN
eng,eng,0,CA,NZ
eng,eng,0,CA,US
eng,eng,0,GB,AU
eng,eng,0,GB,CA
eng,eng,0,GB,GB
eng,eng,0,GB,IE
eng,eng,0,GB,IN
eng,eng,0,GB,NZ
eng,eng,0,GB,US
eng,eng,0,IE,AU
eng,eng,0,IE,CA
eng,eng,0,IE,GB
eng,eng,0,IE,IE
eng,eng,0,IE,IN
eng,eng,0,IE,NZ
eng,eng,0,IE,US
eng,eng,0,IN,AU
eng,eng,0,IN,CA
eng,eng,0,IN,GB
eng,eng,0,IN,IE
eng,eng,0,IN,IN
eng,eng,0,IN,NZ
eng,eng,0,IN,US
eng,eng,0,NZ,AU
eng,eng,0,NZ,CA
eng,eng,0,NZ,GB
eng,eng,0,NZ,IE
eng,eng,0,NZ,IN
eng,eng,0,NZ,NZ
eng,eng,0,NZ,US
eng,eng,0,US,AU
eng,eng,0,US,CA
eng,eng,0,US,GB
eng,eng,0,US,IE
eng,eng,0,US,IN
eng,eng,0,US,NZ
eng,eng,0,US,US
est,eng,147.2720105672158,EE,AU
est,eng,147.2720105672158,EE,CA
est,eng,147.2720105672158,EE,GB
est,eng,147.2720105672158,EE,IE
est,eng,147.2720105672158,EE,IN
est,eng,147.2720105672158,EE,NZ
est,eng,147.2720105672158,EE,US
fin,eng,140.89889442723018,FI,AU
fin,eng,140.89889442723018,FI,CA
fin,eng,140.89889442723018,FI,GB
fin,eng,140.89889442723018,FI,IE
fin,eng,140.89889442723018,FI,IN
fin,eng,140.89889442723018,FI,NZ
fin,eng,140.89889442723018,FI,US
fre,eng,120.58338994033157,FR,AU
fre,eng,120.58338994033157,FR,CA
fre,eng,120.58338994033157,FR,GB
fre,eng,120.58338994033157,FR,IE
fre,eng,120.58338994033157,FR,IN
fre,eng,120.58338994033157,FR,NZ
fre,eng,120.58338994033157,FR,US
ger,eng,101.82198197248341,AT,AU
ger,eng,101.82198197248341,AT,CA
ger,eng,101.82198197248341,AT,GB
ger,eng,101.82198197248341,AT,IE
ger,eng,101.82198197248341,AT,IN
ger,eng,101.82198197248341,AT,NZ
ger,eng,101.82198197248341,AT,US
ger,eng,101.82198197248341,CH,AU
ger,eng,101.82198197248341,CH,CA
ger,eng,101.82198197248341,CH,GB
ger,eng,101.82198197248341,CH,IE
ger,eng,101.82198197248341,CH,IN
ger,eng,101.82198197248341,CH,NZ
ger,eng,101.82198197248341,CH,US
ger,eng,101.82198197248341,DE,AU
ger,eng,101.82198197248341,DE,CA
ger,eng,101.82198197248341,DE,GB
ger,eng,101.82198197248341,DE,IE
ger,eng,101.82198197248341,DE,IN
ger,eng,101.82198197248341,DE,NZ
ger,eng,101.82198197248341,DE,US
gre,eng,149.81250068095767,GR,AU
gre,eng,149.81250068095767,GR,CA
gre,eng,149.81250068095767,GR,GB
gre,eng,149.81250068095767,GR,IE
gre,eng,149.81250068095767,GR,IN
gre,eng,149.81250068095767,GR,NZ
gre,eng,149.81250068095767,GR,US
heb,eng,155.84136779784353,IL,AU
heb,eng,155.84136779784353,IL,CA
heb,eng,155.84136779784353,IL,GB
heb,eng,155.84136779784353,IL,IE
heb,eng,155.84136779784353,IL,IN
heb,eng,155.84136779784353,IL,NZ
heb,eng,155.84136779784353,IL,US
hun,eng,196.02334345368018,HU,AU
hun,eng,196.02334345368018,HU,CA
hun,eng,196.02334345368018,HU,GB
hun,eng,196.02334345368018,HU,IE
hun,eng,196.02334345368018,HU,IN
hun,eng,196.02334345368018,HU,NZ
hun,eng,196.02334345368018,HU,US
ind,eng,178.79355121436967,ID,AU
ind,eng,178.79355121436967,ID,CA
ind,eng,178.79355121436967,ID,GB
ind,eng,178.79355121436967,ID,IE
ind,eng,178.79355121436967,ID,IN
ind,eng,178.79355121436967,ID,NZ
ind,eng,178.79355121436967,ID,US
ita,eng,130.6380977293918,IT,AU
ita,eng,130.6380977293918,IT,CA
ita,eng,130.6380977293918,IT,GB
ita,eng,130.6380977293918,IT,IE
ita,eng,130.6380977293918,IT,IN
ita,eng,130.6380977293918,IT,NZ
ita,eng,130.6380977293918,IT,US
jpn,eng,158.12058072706304,JP,AU
jpn,eng,158.12058072706304,JP,CA
jpn,eng,158.12058072706304,JP,GB
jpn,eng,158.12058072706304,JP,IE
jpn,eng,158.12058072706304,JP,IN
jpn,eng,158.12058072706304,JP,NZ
jpn,eng,158.12058072706304,JP,US
kaz,eng,150.84742633205883,KZ,AU
kaz,eng,150.84742633205883,KZ,CA
kaz,eng,150.84742633205883,KZ,GB
kaz,eng,150.84742633205883,KZ,IE
kaz,eng,150.84742633205883,KZ,IN
kaz,eng,150.84742633205883,KZ,NZ
kaz,eng,150.84742633205883,KZ,US
khm,eng,171.81279788157724,KH,AU
khm,eng,171.81279788157724,KH,CA
khm,eng,171.81279788157724,KH,GB
khm,eng,171.81279788157724,KH,IE
khm,eng,171.81279788157724,KH,IN
khm,eng,171.81279788157724,KH,NZ
khm,eng,171.81279788157724,KH,US
kor,eng,151.05295046335434,KR,AU
kor,eng,151.05295046335434,KR,CA
kor,eng,151.05295046335434,KR,GB
kor,eng,151.05295046335434,KR,IE
kor,eng,151.05295046335434,KR,IN
kor,eng,151.05295046335434,KR,NZ
kor,eng,151.05295046335434,KR,US
lav,eng,147.3391846908438,LV,AU
lav,eng,147.3391846908438,LV,CA
lav,eng,147.3391846908438,LV,GB
lav,eng,147.3391846908438,LV,IE
lav,eng,147.3391846908438,LV,IN
lav,eng,147.3391846908438,LV,NZ
lav,eng,147.3391846908438,LV,US
lit,eng,156.59440164317573,LT,AU
lit,eng,156.59440164317573,LT,CA
lit,eng,156.59440164317573,LT,GB
lit,eng,156.59440164317573,LT,IE
lit,eng,156.59440164317573,LT,IN
lit,eng,156.59440164317573,LT,NZ
lit,eng,156.59440164317573,LT,US
may,eng,184.40664337664523,MY,AU
may,eng,184.40664337664523,MY,CA
may,eng,184.40664337664523,MY,GB
may,eng,184.40664337664523,MY,IE
may,eng,184.40664337664523,MY,IN
may,eng,184.40664337664523,MY,NZ
may,eng,184.40664337664523,MY,US
nor,eng,151.996245195928,NO,AU
nor,eng,151.996245195928,NO,CA
nor,eng,151.996245195928,NO,GB
nor,eng,151.996245195928,NO,IE
nor,eng,151.996245195928,NO,IN
nor,eng,151.996245195928,NO,NZ
nor,eng,151.996245195928,NO,US
pol,eng,149.72593886723124,PL,AU
pol,eng,149.72593886723124,PL,CA
pol,eng,149.72593886723124,PL,GB
pol,eng,149.72593886723124,PL,IE
pol,eng,149.72593886723124,PL,IN
pol,eng,149.72593886723124,PL,NZ
pol,eng,149.72593886723124,PL,US
por,eng,142.1286442918744,BR,AU
por,eng,142.1286442918744,BR,CA
por,eng,142.1286442918744,BR,GB
por,eng,142.1286442918744,BR,IE
